Name,Power,W/m2,Diameter,hub height [m],Noise @ 3m/s [dB],Noise @ 4m/s [dB],Noise @ 5m/s [dB],Noise @ 6m/s [dB],Noise @ 7m/s [dB],Noise @ 8m/s [dB],Noise @ 9m/s [dB],Noise @ 10m/s [dB],Noise @ 11m/s [dB],Noise @ 12m/s [dB],Valid,Company,Variant,Sec. power,Def. hub height,Edit date
,,,,,wind speed at 10m,,,,,,,,,,,,,,,
NORDEX N163/5.X 5700 163.0 !O!,5 700,273.2,163,,,,,,,,,,,,Yes,NORDEX,N163/5.X,,118,03.01.2022
NORDEX N163/6.X 6800 163.0 !O!,6 800,325.9,163,,,,,,,,,,,,Yes,NORDEX,N163/6.X,,159,22.12.2021
NORDIC  1000 53.0 !O!,1 000,453.3,53,,,,,,,,,,,,No,NORDIC,,,58,01.01.1996
NORDIC  500 36.0 !O!,500,491.2,36,,,,,,,,,,,,No,NORDIC,,,30,01.01.1996
NORDTANK  10 8.4 !O!,10,182.6,8.4,,,,,,,,,,,,No,NORDTANK,,,17,15.02.1997
NORDTANK  100 18.2 !O!,100,384.4,18.2,,,,,,,,,,,,No,NORDTANK,,,25,15.02.1997
NORDTANK  130 20.5 !O!,130,393.9,20.5,,,,,,,,,,,,No,NORDTANK,,,24.5,17.06.2014
NORDTANK  130 21.5 !O!,130,358.1,21.5,,,,,,,,,,,,No,NORDTANK,,,24.5,17.06.2014
NORDTANK  130 22.0 !O!,130,342,22,,,,,,,,,,,,No,NORDTANK,,,27,17.06.2014
NORDTANK  22-8 10.0 !O!,22,280.1,10,,,,,,,,,,,,No,NORDTANK,,8,20.5,07.07.1996
NORDTANK  22-8 11.0 !O!,22,231.5,11,,,,,,,,,,,,No,NORDTANK,,8,18,15.02.1997
NORDTANK  30-8 11.0 !O!,30,315.7,11,,,,,,,,,,,,No,NORDTANK,,8,18,10.07.1996
NORDTANK  400 35.0 !O!,400,415.8,35,,,,,,,,,,,,No,NORDTANK,,,34,07.07.1996
NORDTANK  45-11 15.0 !O!,45,254.6,15,,,,,,,,,,,,No,NORDTANK,,11,18,15.02.1997
NORDTANK  45-11 15.7 !O!,45,232.4,15.7,,,,,,,,,,,,No,NORDTANK,,11,20.5,15.02.1997
NORDTANK  45-11 16.9 !O!,45,200.6,16.9,,,,,,,,,,,,No,NORDTANK,,11,18,15.02.1997
NORDTANK  55-11 15.0 !O!,55,311.2,15,,,,,,,,,,,,No,NORDTANK,,11,18,15.02.1997
NORDTANK  55-11 16.0 !O!,55,273.5,16,,,,,,,,,,,,No,NORDTANK,,11,18,15.02.1997
NORDTANK  65-11 16.0 !O!,65,323.3,16,,,,,,,,,,,,No,NORDTANK,,11,22,04.07.1996
NORDTANK  75 16.6 !O!,75,346.5,16.6,,,,,,,,,,,,No,NORDTANK,,,22,07.07.1996
NORDTANK  99 20.5 !O!,99,299.9,20.5,,,,,,,,,,,,No,NORDTANK,,,24,15.02.1997
ODDER-SCANW.  18 11.0 !-!,18,189.4,11,,,,,,,,,,,,No,ODDER/SCANW.,,,14,15.02.1997
ODDERM�LLEN  18 11.0 !-!,18,189.4,11,,,,,,,,,,,,No,ODDERM�LLEN,,,18,15.02.1997
OR.VINDM�LLE  30 12.0 !-!,30,265.3,12,,,,,,,,,,,,No,OR.VINDM�LLE,,,18,15.02.1997
OXHOLM  55 14.9 !-!,55,314.6,14.9,,,,,,,,,,,,No,OXHOLM,,,22.5,15.02.1997
PFLEIDERER PWE 1570 1500 70.0 !O!,1 500,389.8,70,,,,,,,,,,,,Yes,PFLEIDERER,PWE 1570,,65,20.06.2001
PFLEIDERER PWE 650 600 50.0 !O!,600,305.6,50,,,,,,,,,,,,Yes,PFLEIDERER,PWE 650,,66,20.06.2001
PITCH WIND PW 22-15 22 15.0 !O!,22,124.5,15,,,,,,,,,,,,Yes,PITCH WIND,PW 22/15,,30,19.04.2001
PITCH WIND PW 30-15 30 15.0 !O!,30,169.8,15,,,,,,,,,,,,Yes,PITCH WIND,PW 30/15,,30,19.04.2001
POULSEN  15 10.6 !-!,15,170,10.6,,,,,,,,,,,,No,POULSEN,,,18,15.02.1997
POULSEN  30 11.0 !-!,30,315.7,11,,,,,,,,,,,,No,POULSEN,,,22,15.02.1997
POWER MILLS  10 6.3 !#!,10,320.8,6.3,,,,,,,,,,,,No,POWER MILLS,,,15,10.07.1996
PR 10  10 7.0 !-!,10,259.8,7,,,,,,,,,,,,No,PR 10,,,13,15.02.1997
PowerWind PowerWind 56 900 56.0 !O!,900,365.4,56,,,,,,,,,,,,Yes,PowerWind,PowerWind 56,,71,18.07.2013
PowerWind PowerWind 90 2500 90.0 !O!,2 500,393,90,,,,,,,,,,,,Yes,PowerWind,PowerWind 90,,98,18.07.2013
Proven WT15000 15 9.0 !O!,15,235.8,9,,,,,,,,,,,,Yes,Proven,WT15000,,15,11.03.2008
REYMO  15 8.5 !-!,15,264.3,8.5,,,,,,,,,,,,No,REYMO,,,18,15.02.1997
REYMO  150 22.0 !-!,150,394.6,22,,,,,,,,,,,,No,REYMO,,,27,15.02.1997
REYMO  18 8.5 !-!,18,317.2,8.5,,,,,,,,,,,,No,REYMO,,,18,15.02.1997
REYMO  19-4 10.8 !#!,19,201.9,10.8,,,,,,,,,,,,No,REYMO,,4,18,04.07.1996
REYMO  275 26.0 !O!,275,518,26,,,,,,,,,,,,No,REYMO,,,40,03.07.1992
REYMO  55 15.6 !-!,55,287.8,15.6,,,,,,,,,,,,No,REYMO,,,24,15.02.1997
REpower 3.XM 3300 104.0 !O!,3 300,388.5,104,,,,,,,,,,,,No,REpower,3.XM,,98,22.09.2010
RIISAGER  17 10.0 !#!,17,216.5,10,,,,,,,,,,,,No,RIISAGER,,,12,15.02.1997
RIISAGER  22 10.0 !#!,22,280.1,10,,,,,,,,,,,,No,RIISAGER,,,12,15.02.1997
RIISAGER  30 10.0 !#!,30,382,10,,,,,,,,,,,,No,RIISAGER,,,18,15.02.1997
RIISAGER  45 14.0 !#!,45,292.3,14,,,,,,,,,,,,No,RIISAGER,,,18,07.07.1996
RIISAGER  55 14.0 !#!,55,357.3,14,,,,,,,,,,,,No,RIISAGER,,,23,07.07.1996
RIISAGER-HVK  22 10.0 !#!,22,280.1,10,,,,,,,,,,,,No,RIISAGER/HVK,,,18,15.02.1997
RIVA M30 A 200 33.0 !O!,200,233.8,33,,,,,,,,,,,,No,RIVA,M30 A,,33,01.01.1996
RIVA M30 S2 350 33.0 !O!,350,409.2,33,,,,,,,,,,,,No,RIVA,M30 S2,,34.8,01.01.1996
SELVBYGGER  37 13.0 !-!,37,278.8,13,,,,,,,,,,,,No,SELVBYGGER,,,18,15.02.1997
SINOVEL SL1500 1500 70.0 !-!,1 500,389.8,70,,,,,,,,,,,,Yes,SINOVEL,SL1500,,0,04.07.2012
SINOVEL SL1500 1500 77.0 !-!,1 500,322.1,77,,,,,,,,,,,,Yes,SINOVEL,SL1500,,0,04.07.2012
SINOVEL SL1500 1500 82.0 !-!,1 500,284,82,,,,,,,,,,,,Yes,SINOVEL,SL1500,,0,04.07.2012
SINOVEL SL3000 3000 105.0 !-!,3 000,346.5,105,,,,,,,,,,,,Yes,SINOVEL,SL3000,,0,04.07.2012
SINOVEL SL3000 3000 113.0 !-!,3 000,299.1,113,,,,,,,,,,,,Yes,SINOVEL,SL3000,,0,04.07.2012
SINOVEL SL3000 3000 90.0 !-!,3 000,471.6,90,,,,,,,,,,,,Yes,SINOVEL,SL3000,,0,04.07.2012
SJ WINDPOWER  10 5.7 !#!,10,391.9,5.7,,,,,,,,,,,,No,SJ WINDPOWER,,,14,15.02.1997
SJ WINDPOWER  10 6.3 !#!,10,320.8,6.3,,,,,,,,,,,,No,SJ WINDPOWER,,,14,15.02.1997
SMEDEMESTER  22 10.0 !#!,22,280.1,10,,,,,,,,,,,,No,SMEDEMESTER,,,15,15.02.1997
SMEDEMESTER  22 10.7 !#!,22,244.7,10.7,,,,,,,,,,,,No,SMEDEMESTER,,,18,15.02.1997
SMEDEMESTER  500 36.0 !O!,500,491.2,36,,,,,,,,,,,,No,SMEDEMESTER,,,40,24.10.1995
SMEDEMESTER  60 16.3 !#!,60,287.5,16.3,,,,,,,,,,,,No,SMEDEMESTER,,,24,15.02.1997
SMEDEMESTER  65 16.3 !#!,65,311.5,16.3,,,,,,,,,,,,No,SMEDEMESTER,,,24,15.02.1997
SMEDEMESTER  75 16.3 !#!,75,359.4,16.3,,,,,,,,,,,,No,SMEDEMESTER,,,24,07.07.1996
SMEDEMESTER  80 18.7 !-!,80,291.3,18.7,,,,,,,,,,,,No,SMEDEMESTER,,,24,15.02.1997
SMEDEMESTER  90 20.0 !#!,90,286.5,20,,,,,,,,,,,,No,SMEDEMESTER,,,24,15.02.1997
SMEDEMESTER  99-25 19.6 !#!,99,328.1,19.6,,,,,,,,,,,,No,SMEDEMESTER,,25,23.5,15.02.1997
SMEDEMESTER  99-25 19.6 !O!,99,328.1,19.6,,,,,,,,,,,,No,SMEDEMESTER,,25,24,15.02.1997
SOLARTECHNIC 800 12 8.0 !#!,12,238.7,8,,,,,,,,,,,,No,SOLARTECHNIC,800,,20,01.01.1996
SONEBJERG  22 10.0 !#!,22,280.1,10,,,,,,,,,,,,No,SONEBJERG,,,12,15.02.1997
SONEBJERG  30 10.0 !#!,30,382,10,,,,,,,,,,,,No,SONEBJERG,,,18,15.02.1997
SONEBJERG  45 12.0 !#!,45,397.9,12,,,,,,,,,,,,No,SONEBJERG,,,18,15.02.1997
SONEBJERG  55 14.0 !#!,55,357.3,14,,,,,,,,,,,,No,SONEBJERG,,,18,15.02.1997
SONEBJERG  55 15.0 !#!,55,311.2,15,,,,,,,,,,,,No,SONEBJERG,,,18,07.07.1996
STATSM�LLE  630 40.0 !O!,630,501.3,40,,,,,,,,,,,,No,STATSM�LLE,,,45,15.02.1997
SeeBA SB 56 850 56.0 !O!,850,345.1,56,,,,,,,,,,,,Yes,SeeBA,SB 56,,70,25.06.2004
Suzlon S82-1.5 MW 1500 82.0 !O!,1 500,284,82,,,,,,,,,,,,Yes,Suzlon,S82-1.5 MW,,79,04.07.2012
S�DWIND S.1237 37 12.0 !O!,37,327.2,12,,,,,,,,,,,,No,S�DWIND,S.1237,,50,19.04.2001
S�DWIND S.1245 45 10.0 !O!,45,573,10,,,,,,,,,,,,No,S�DWIND,S.1245,,50,20.06.2001
S�DWIND S.46-600 600 46.0 !O!,600,361,46,,,,,,,,,,,,No,S�DWIND,S.46/600,,60,20.06.2001
S�DWIND S.46-750 750 46.0 !O!,750,451.3,46,,,,,,,,,,,,No,S�DWIND,S.46/750,,60,20.06.2001
S�DWIND S.50 750 50.0 !O!,750,382,50,,,,,,,,,,,,No,S�DWIND,S.50,,60,20.06.2001
S�GREN  22 10.8 !-!,22,240.2,10.8,,,,,,,,,,,,No,S�GREN,,,19,15.02.1997
T 103  10 8.0 !-!,10,198.9,8,,,,,,,,,,,,No,T 103,,,18,15.02.1997
TELLUS  80-15 17.0 !#!,80,352.5,17,,,,,,,,,,,,No,TELLUS,,15,24,04.07.1996
TELLUS  80-15 17.0 !O!,80,352.5,17,,,,,,,,,,,,No,TELLUS,,15,22.6,04.07.1996
TELLUS  95-20 19.0 !#!,95,335.1,19,,,,,,,,,,,,No,TELLUS,,20,24,15.02.1997
TELLUS  95-20 19.0 !O!,95,335.1,19,,,,,,,,,,,,No,TELLUS,,20,22.6,04.07.1996
THY M�LLE  11 8.0 !-!,11,218.8,8,,,,,,,,,,,,No,THY M�LLE,,,18,15.02.1997
THY M�LLE  8 7.0 !-!,8,194.9,7,,,,,,,,,,,,No,THY M�LLE,,,12,15.02.1997
TURBOWINDS T400-34 DS 400-100 34.0 !O!,400,440.6,34,,,,,,,,,,,,Yes,TURBOWINDS,T400-34 DS,100,32.6,27.06.2005
TURBOWINDS T400-34 SS 400 34.0 !O!,400,440.6,34,,,,,,,,,,,,Yes,TURBOWINDS,T400-34 SS,,32.6,27.06.2005
TORRES TWT 1500 1500 70.0 !O!,1 500,389.8,70,,,,,,,,,,,,No,TORRES,TWT 1500,,60,25.10.2011
Unison U113-2300 2300 112.8 !-!,2 300,230.2,112.8,,,,,,,,,,,,Yes,Unison,U113-2300,,100,29.07.2015
VALLEKIL.M�L  30 15.0 !-!,30,169.8,15,,,,,,,,,,,,No,VALLEKIL.M�L,,,18,15.02.1997
VENDELBO  24 12.0 !-!,24,212.2,12,,,,,,,,,,,,No,VENDELBO,,,18,15.02.1997
VENSYS 120 3000 120.0 !O!,3 000,265.3,120,,,,,,,,,,,,No,VENSYS,120,,90,21.09.2017
VENSYS 90 2500 90.0 !O!,2 500,393,90,,,,,,,,,,,,No,VENSYS,90,,80,09.12.2013
VERGNET Caraibes 50 14.0 !O!,50,324.8,14,,,,,,,,,,,,No,VERGNET,Caraibes,,24,01.07.1998
VERGNET GEV MP 200 30.0 !O!,200,282.9,30,,,,,,,,,,,,Yes,VERGNET,GEV MP,,55,12.09.2012
VERGNET GEV MP 200 32.0 !O!,200,248.7,32,,,,,,,,,,,,Yes,VERGNET,GEV MP,,55,12.09.2012
VERGNET GEV MP 250 30.0 !O!,250,353.7,30,,,,,,,,,,,,Yes,VERGNET,GEV MP,,55,24.09.2012
VERGNET GEV MP 250 32.0 !O!,250,310.8,32,,,,,,,,,,,,Yes,VERGNET,GEV MP,,55,12.09.2012
VERGNET GEV MP 275 30.0 !O!,275,389,30,,,,,,,,,,,,Yes,VERGNET,GEV MP,,55,12.09.2012
VERGNET GEV MP 275 32.0 !O!,275,341.9,32,,,,,,,,,,,,Yes,VERGNET,GEV MP,,55,12.09.2012
VERGNET GEV MPR 200 30.0 !O!,200,282.9,30,,,,,,,,,,,,Yes,VERGNET,GEV MPR,,32.3,15.08.2012
VERGNET GEV MPR 200 32.0 !O!,200,248.7,32,,,,,,,,,,,,Yes,VERGNET,GEV MPR,,32.3,24.09.2012
VERGNET GEV MPR 250 30.0 !O!,250,353.7,30,,,,,,,,,,,,Yes,VERGNET,GEV MPR,,32.3,16.08.2012
VERGNET GEV MPR 250 32.0 !O!,250,310.8,32,,,,,,,,,,,,Yes,VERGNET,GEV MPR,,32.3,12.09.2012
VERGNET GEV MPR 275 30.0 !O!,275,389,30,,,,,,,,,,,,Yes,VERGNET,GEV MPR,,32.3,16.08.2012
VERGNET GEV MPR 275 32.0 !O!,275,341.9,32,,,,,,,,,,,,Yes,VERGNET,GEV MPR,,32.3,12.09.2012
VESTAS  22 10.0 !#!,22,280.1,10,,,,,,,,,,,,No,VESTAS,,,18,01.10.1998
VESTAS  30 10.0 !#!,30,382,10,,,,,,,,,,,,No,VESTAS,,,18,01.10.1998
VESTAS  30 11.0 !#!,30,315.7,11,,,,,,,,,,,,No,VESTAS,,,18,01.10.1998
VESTAS  30-5 10.0 !#!,30,382,10,,,,,,,,,,,,No,VESTAS,,5,18,01.10.1998
VESTAS  30-5 10.0 !-!,30,382,10,,,,,,,,,,,,No,VESTAS,,5,24,15.02.1997
VESTAS  55-8 15.3 !#!,55,299.2,15.3,,,,,,,,,,,,No,VESTAS,,8,18,17.06.2014
VESTAS V136-4.2 4200 136.0 !O!,4 200,289.1,136,,,,,,,,,,,,Yes,VESTAS,V136-4.2,,112,19.08.2020
VESTAS V16 55-8 16.0 !#!,55,273.5,16,,,,,,,,,,,,No,VESTAS,V16,8,22,01.10.1998
VESTAS V23 200-30 23.0 !#!,200,481.4,23,,,,,,,,,,,,No,VESTAS,V23,30,28.7,01.10.1998
VIND-M�LLER  10 7.0 !-!,10,259.8,7,,,,,,,,,,,,No,VIND-M�LLER,,,14,15.02.1997
VIND-M�LLER  11 13.0 !O!,11,82.9,13,,,,,,,,,,,,No,VIND-M�LLER,,,18,07.01.1997
VIND-M�LLER  4 5.4 !-!,4,174.7,5.4,,,,,,,,,,,,No,VIND-M�LLER,,,15,15.02.1997
VIND-SYSSEL  130 21.8 !O!,130,348.3,21.8,,,,,,,,,,,,No,VIND-SYSSEL,,,25,15.02.1997
VIND-SYSSEL  150 21.8 !O!,150,401.9,21.8,,,,,,,,,,,,No,VIND-SYSSEL,,,30,10.07.1996
VIND-SYSSEL  150 26.0 !#!,150,282.5,26,,,,,,,,,,,,No,VIND-SYSSEL,,,30,07.07.1996
VIND-SYSSEL  150-26 21.8 !O!,150,401.9,21.8,,,,,,,,,,,,No,VIND-SYSSEL,,26,24,15.02.1997
VIND-SYSSEL  200 26.0 !-!,200,376.7,26,,,,,,,,,,,,No,VIND-SYSSEL,,,30,04.07.1996
VIND-SYSSEL  270 26.0 !O!,270,508.5,26,,,,,,,,,,,,No,VIND-SYSSEL,,,30,17.06.2014
W+W  8 7.0 !-!,8,207.9,7,,,,,,,,,,,,No,W+W,,,18,01.01.1996
W+W 8-7 8 7.0 !O!,8,207.9,7,,,,,,,,,,,,No,W+W,8/7,,24,06.12.1999
W2E 4.5 MW 4500 151.0 !O!,4 500,251.3,151,,,,,,,,,,,,Yes,W2E,4.5 MW,,120,22.01.2020
WEG  300 33.3 !O!,300,344.5,33.3,,,,,,,,,,,,No,WEG,,,50,01.07.1998
WEG H 400 37.0 !O!,400,372,37,,,,,,,,,,,,No,WEG,H,,50,01.07.1998
WEG H 500 39.3 !O!,500,412.2,39.3,,,,,,,,,,,,No,WEG,H,,50,01.07.1998
WEG L 400 39.0 !O!,400,334.8,39,,,,,,,,,,,,No,WEG,L,,50,01.07.1998
WEG L 500 42.3 !-!,500,355.8,42.3,,,,,,,,,,,,No,WEG,L,,50,01.07.1998
WENERGY  55 16.0 !O!,55,273.5,16,,,,,,,,,,,,No,WENERGY,,,22,15.02.1997
WENERGY  95 19.4 !O!,95,321.4,19.4,,,,,,,,,,,,No,WENERGY,,,23,15.02.1997
WEST GAMMA 2 2000 60.0 !O!,2 000,707.4,60,,,,,,,,,,,,No,WEST,GAMMA 2,,60,01.07.1998
WEST MEDIT 320 33.0 !-!,320,374.1,33,,,,,,,,,,,,No,WEST,MEDIT,,50,01.07.1998
WINCON  200 25.4 !-!,200,394.7,25.4,,,,,,,,,,,,No,WINCON,,,28.3,13.07.1994
WINCON  200 25.4 !O!,200,394.7,25.4,,,,,,,,,,,,No,WINCON,,,30,07.07.1996
WINCON  200 26.0 !-!,200,376.7,26,,,,,,,,,,,,No,WINCON,,,26,13.07.1994
WINCON  200 26.0 !O!,200,376.7,26,,,,,,,,,,,,No,WINCON,,,28.7,07.07.1996
WINCON  55 18.0 !O!,55,216.1,18,,,,,,,,,,,,No,WINCON,,,22,15.02.1997
WINCON  99 19.6 !O!,99,328.1,19.6,,,,,,,,,,,,No,WINCON,,,22,15.02.1997
WINCON  99 21.0 !O!,99,285.8,21,,,,,,,,,,,,No,WINCON,,,22,15.02.1997
WINCON W250-26 250 26.0 !O!,250,470.9,26,,,,,,,,,,,,No,WINCON,W250/26,,30,09.12.1999
WINDFLOW 45-500 500 45.0 !O!,500,314.4,45,,,,,,,,,,,,Yes,WINDFLOW,45-500,,31.5,28.08.2015
WINDFLOWER  4 3.8 !#!,4,352.7,3.8,,,,,,,,,,,,No,WINDFLOWER,,,12,21.02.1995
WINDMASTER  300 28.0 !O!,300,487.2,28,,,,,,,,,,,,No,WINDMASTER,,,32,01.01.1996
WINDMASTER  300-100 30.0 !O!,300,424.4,30,,,,,,,,,,,,No,WINDMASTER,,100,50,01.07.1998
WINDMASTER  600 45.9 !O!,600,362.6,45.9,,,,,,,,,,,,No,WINDMASTER,,,50,01.07.1998
WINDMASTER  750 43.4 !O!,750,507,43.4,,,,,,,,,,,,No,WINDMASTER,,,48,01.07.1998
WINDMATIC  11 8.0 !#!,11,218.8,8,,,,,,,,,,,,No,WINDMATIC,,,18,15.02.1997
WINDMATIC  130 20.0 !O!,130,413.8,20,,,,,,,,,,,,No,WINDMATIC,,,31,07.07.1996
WINDMATIC  130-29 19.4 !3!,130,439.8,19.4,,,,,,,,,,,,No,WINDMATIC,,29,30,04.07.1996
WINDMATIC  150 22.0 !-!,150,394.6,22,,,,,,,,,,,,No,WINDMATIC,,,30,15.02.1997
WINDMATIC  180 22.0 !-!,180,473.5,22,,,,,,,,,,,,No,WINDMATIC,,,30,07.07.1996
WINDMATIC  200-50 23.0 !3!,200,481.4,23,,,,,,,,,,,,No,WINDMATIC,,50,30,07.11.1988
WINDMATIC  200-50 23.0 !O!,200,481.4,23,,,,,,,,,,,,No,WINDMATIC,,50,30,07.11.1988
WINDMATIC  22-4 10.0 !#!,22,280.1,10,,,,,,,,,,,,No,WINDMATIC,,4,12,30.01.1997
WINDMATIC  30-6 10.0 !#!,30,382,10,,,,,,,,,,,,No,WINDMATIC,,6,18,15.02.1997
WINDMATIC  30-6 12.0 !#!,30,265.3,12,,,,,,,,,,,,No,WINDMATIC,,6,18,15.02.1997
WINDMATIC  45-8 12.0 !#!,45,397.9,12,,,,,,,,,,,,No,WINDMATIC,,8,18,15.02.1997
WINDMATIC  45-8 14.0 !#!,45,292.3,14,,,,,,,,,,,,No,WINDMATIC,,8,18,15.02.1997
WINDMATIC  50-8 14.0 !#!,50,324.8,14,,,,,,,,,,,,No,WINDMATIC,,8,18,15.02.1997
WINDMATIC  55-11 15.0 !O!,55,311.2,15,,,,,,,,,,,,No,WINDMATIC,,11,26,15.02.1997
WINDMATIC  55-11 15.5 !#!,55,291.5,15.5,,,,,,,,,,,,No,WINDMATIC,,11,18,15.02.1997
WINDMATIC  55-11 15.7 !O!,55,284.1,15.7,,,,,,,,,,,,No,WINDMATIC,,11,22,15.02.1997
WINDMATIC  55-8 14.5 !#!,55,333.1,14.5,,,,,,,,,,,,No,WINDMATIC,,8,18,15.02.1997
WINDMATIC  75-15 17.0 !#!,75,330.4,17,,,,,,,,,,,,No,WINDMATIC,,15,22.5,15.02.1997
WINDMATIC  75-15 17.0 !3!,75,330.4,17,,,,,,,,,,,,No,WINDMATIC,,15,22,15.02.1997
WINDMATIC  75-15 17.0 !O!,75,330.4,17,,,,,,,,,,,,No,WINDMATIC,,15,30,07.07.1996
WINDMATIC  99-22 19.1 !#!,99,345.5,19.1,,,,,,,,,,,,No,WINDMATIC,,22,30,22.09.1998
WINDMATIC  99-22 19.1 !3!,99,345.5,19.1,,,,,,,,,,,,No,WINDMATIC,,22,24,15.02.1997
WINDMATIC  99-22 19.1 !O!,99,345.5,19.1,,,,,,,,,,,,No,WINDMATIC,,22,30,10.07.1996
WINDMATIC  99-22 20.0 !3!,99,315.1,20,,,,,,,,,,,,No,WINDMATIC,,22,30,07.07.1996
WINDSTROM 750 750 48.0 !O!,750,414.5,48,,,,,,,,,,,,No,WINDSTROM,750,,50,01.01.1996
WINDSTROM W-4800 750 48.0 !O!,750,414.5,48,,,,,,,,,,,,No,WINDSTROM,W-4800,,65,07.12.1999
WINDTEC WT1500 1500 66.7 !O!,1 500,429.3,66.7,,,,,,,,,,,,No,WINDTEC,WT1500,,71.5,01.01.1996
WINDWORLD  120 21.0 !O!,120,346.5,21,,,,,,,,,,,,No,WINDWORLD,,,24,17.06.2014
WINDWORLD  150 25.0 !O!,150,305.6,25,,,,,,,,,,,,No,WINDWORLD,,,31,30.11.1999
WINDWORLD  160 23.2 !O!,160,378.5,23.2,,,,,,,,,,,,No,WINDWORLD,,,31,17.06.2014
WINDWORLD  180 23.2 !O!,180,425.8,23.2,,,,,,,,,,,,No,WINDWORLD,,,31,30.11.1999
WINDWORLD  99 19.6 !O!,99,328.1,19.6,,,,,,,,,,,,No,WINDWORLD,,,23,30.11.1999
WINWIND WWD-1-D56 1000 56.0 !O!,1 000,406,56,,,,,,,,,,,,No,WINWIND,WWD-1-D56,,56,30.06.2011
WINWIND WWD-1-D56_IEC2 1000 56.0 !O!,1 000,406,56,,,,,,,,,,,,No,WINWIND,WWD-1-D56_IEC2,,56,07.07.2011
WINWIND WWD-3-D100_IEC2 3000 100.0 !-!,3 000,382,100,,,,,,,,,,,,Yes,WINWIND,WWD-3-D100_IEC2,,88,25.03.2011
WINWIND WWD-3-D103 3000 103.0 !-!,3 000,360,103,,,,,,,,,,,,No,WINWIND,WWD-3-D103,,88,30.06.2011
WINWIND WWD-3-D103 IEC3 3000 103.0 !-!,3 000,360,103,,,,,,,,,,,,Yes,WINWIND,WWD-3-D103 IEC3,,88,07.05.2015
WINWIND WWD-3-D109_IEC3 3000 109.0 !O!,3 000,321.5,109,,,,,,,,,,,,Yes,WINWIND,WWD-3-D109_IEC3,,88,25.03.2011
WINWIND WinWinD-3-D109_IEC2 3000 109.0 !O!,3 000,321.5,109,,,,,,,,,,,,Yes,WINWIND,WinWinD-3-D109_IEC2,,90,07.07.2011
WTN  250 29.0 !-!,250,378.5,29,,,,,,,,,,,,Yes,WTN,,,40,12.09.2016
WTN  500-150 41.0 !O!,500,378.7,41,,,,,,,,,,,,No,WTN,,150,50,01.01.1996
WTN  600-100 43.0 !O!,600,413.2,43,,,,,,,,,,,,No,WTN,,100,50,01.01.1996
WTN 329 300 29.0 !O!,300,454.2,29,,,,,,,,,,,,No,WTN,329,,30,01.01.1996
WTN WTN-646 600 46.0 !O!,600,361,46,,,,,,,,,,,,Yes,WTN,WTN-646,,50,20.06.2001
Wikov W2000SPG 2000 86.0 !O!,2 000,344.3,86,,,,,,,,,,,,Yes,Wikov,W2000SPG,,80,12.12.2012
ZEPHYR WTS 250 28.7 !O!,250,386.4,28.7,,,,,,,,,,,,No,ZEPHYR,WTS,,32.8,01.07.1998
ZOND Z-40 500 40.0 !O!,500,397.9,40,,,,,,,,,,,,No,ZOND,Z-40,,30,01.07.1998
ZOND Z-46 750 46.0 !O!,750,451.3,46,,,,,,,,,,,,No,ZOND,Z-46,,40,01.07.1998
ZOND Z-50 VS 750 50.0 !3!,750,382,50,,,,,,,,,,,,No,ZOND,Z-50 VS,,50,28.09.2000
b.ventus 250 250 42.5 !O!,250,176.2,42.5,,,,,,,,,,,,No,b.ventus,250,,28,13.05.2020
