Name,Power,W/m2,Diameter,hub height [m],Noise @ 3m/s [dB],Noise @ 4m/s [dB],Noise @ 5m/s [dB],Noise @ 6m/s [dB],Noise @ 7m/s [dB],Noise @ 8m/s [dB],Noise @ 9m/s [dB],Noise @ 10m/s [dB],Noise @ 11m/s [dB],Noise @ 12m/s [dB],Valid,Company,Variant,Sec. power,Def. hub height,Edit date
,,,,,wind speed at 10m,,,,,,,,,,,,,,,
BONUS 2.3 MW 2300-400 82.4 !O!,2 300,431.3,82.4,,,,,,,,,,,,No,BONUS,2.3 MW,400,80,17.06.2014
BONUS MK II 150-30 23.8 !#!,150,337.2,23.8,,,,,,,,,,,,No,BONUS,MK II,30,30,08.10.2015
BONUS MK II 150-30 23.8 !3!,150,337.2,23.8,,,,,,,,,,,,No,BONUS,MK II,30,30,08.10.2015
BONUS MK II 150-30 23.8 !O!,150,337.2,23.8,,,,,,,,,,,,No,BONUS,MK II,30,30,08.10.2015
BONUS MK III 300-60 33.4 !#!,300,342.4,33.4,,,,,,,,,,,,No,BONUS,MK III,60,30,02.01.2018
BONUS MK III 300-60 33.4 !O!,300,342.4,33.4,,,,,,,,,,,,No,BONUS,MK III,60,30,17.06.2014
BONUS MK III 450 37.0 !O!,450,418.5,37,,,,,,,,,,,,No,BONUS,MK III,,35,17.06.2014
BONUS MK IV 600-120 44.0 !O!,600,394.6,44,,,,,,,,,,,,No,BONUS,MK IV,120,40,17.06.2014
BWU 48-750 750-150 48.4 !O!,750,407.6,48.4,,,,,,,,,,,,No,BWU,48-750,150,65,10.03.2004
BWU MD 77 1500 77.0 !O!,1 500,322.1,77,,,,,,,,,,,,No,BWU,MD 77,,65,10.03.2004
CALORIUS 37 5 5.0 !O!,5,254.6,5,,,,,,,,,,,,No,CALORIUS,37,,9.5,02.12.1999
CARTER  300 24.0 !O!,300,663.1,24,,,,,,,,,,,,No,CARTER,,,50,01.01.1996
CLIPPER CW89 Liberty 2500 89.0 !O!,2 500,401.9,89,,,,,,,,,,,,Yes,CLIPPER,CW89 Liberty,,80,18.08.2010
CLIPPER CW93 Liberty 2500 93.0 !O!,2 500,368,93,,,,,,,,,,,,Yes,CLIPPER,CW93 Liberty,,80,20.09.2010
CLIPPER CW96 Liberty 2500 96.0 !O!,2 500,345.4,96,,,,,,,,,,,,Yes,CLIPPER,CW96 Liberty,,80,20.09.2010
DANWIN  180-40 23.2 !O!,180,425.8,23.2,,,,,,,,,,,,No,DANWIN,,40,30,17.06.2014
DANWIN  200-24 24.0 !O!,200,442.1,24,,,,,,,,,,,,No,DANWIN,,24,30,15.02.1997
DANWIN  225-27 27.0 !O!,225,393,27,,,,,,,,,,,,No,DANWIN,,27,30,07.07.1996
DECNEE DF103 2500 103.0 !O!,2 500,300,103,,,,,,,,,,,,Yes,DECNEE,DF103,,80,24.04.2013
DECNEE DF110 2500 110.0 !O!,2 500,263.1,110,,,,,,,,,,,,Yes,DECNEE,DF110,,80,24.04.2013
DECNEE DF70 1500 70.0 !O!,1 500,389.8,70,,,,,,,,,,,,Yes,DECNEE,DF70,,70,22.04.2013
DECNEE DF77 1500 77.0 !O!,1 500,322.1,77,,,,,,,,,,,,Yes,DECNEE,DF77,,70,24.04.2013
DECNEE DF82 1500 82.0 !O!,1 500,284,82,,,,,,,,,,,,Yes,DECNEE,DF82,,70,24.04.2013
DECNEE DF87 1500 87.0 !O!,1 500,252.3,87,,,,,,,,,,,,Yes,DECNEE,DF87,,70,11.03.2015
DECNEE DF93 1500 93.0 !O!,1 500,220.8,93,,,,,,,,,,,,Yes,DECNEE,DF93,,70,24.04.2013
DENCON  200 25.5 !O!,200,391.6,25.5,,,,,,,,,,,,No,DENCON,,,30,15.02.1997
DEWIND 41 500 41.0 !O!,500,378.7,41,,,,,,,,,,,,No,DEWIND,41,,55,16.06.2001
DEWIND D4/46 600 46.0 !O!,600,361,46,,,,,,,,,,,,Yes,DEWIND,D4/46,,70,16.06.2001
DEWIND D4/48 600 48.0 !O!,600,331.6,48,,,,,,,,,,,,Yes,DEWIND,D4/48,,70,16.06.2001
DEWIND D6/60-1.25MW 1250 60.0 !O!,1 250,442.1,60,,,,,,,,,,,,Yes,DEWIND,D6/60-1.25MW,,60,16.06.2001
DEWIND D6/62-1.25MW 1250 62.0 !O!,1 250,414,62,,,,,,,,,,,,Yes,DEWIND,D6/62-1.25MW,,65,08.11.2004
DEWIND D6/62-1MW 1000 62.0 !O!,1 000,331.2,62,,,,,,,,,,,,Yes,DEWIND,D6/62-1MW,,91.5,20.11.2003
DVT  400 34.8 !O!,400,420.5,34.8,,,,,,,,,,,,No,DVT,,,30,17.06.2014
Doosan WinDS3000 3000 100.0 !O!,3 000,382,100,,,,,,,,,,,,Yes,Doosan,WinDS3000,,80,21.04.2015
Doosan WinDS3000 3000 91.3 !O!,3 000,458.2,91.3,,,,,,,,,,,,Yes,Doosan,WinDS3000,,80,21.04.2015
ECOTECNIA 1670 1670 74.0 !O!,1 670,388.3,74,,,,,,,,,,,,No,ECOTECNIA,1670,,70,25.03.2011
ECOTECNIA 640 640 44.0 !O!,640,420.9,44,,,,,,,,,,,,Yes,ECOTECNIA,640,,45,27.06.2005
ECOTECNIA 750 750 48.0 !O!,750,414.5,48,,,,,,,,,,,,Yes,ECOTECNIA,750,,45,27.06.2005
ENERCON E-112/45.114 4500 114.0 !-!,4 500,440.9,114,,,,,,,,,,,,No,ENERCON,E-112/45.114,,124,04.01.2008
ENERCON E-160 EP5 E3 R1 5560 160.0 !O!,5 560,276.5,160,,,,,,,,,,,,Yes,ENERCON,E-160 EP5 E3 R1,,99,26.08.2022
ENERCON E-18 80 18.0 !O!,80,314.4,18,,,,,,,,,,,,No,ENERCON,E-18,,50,15.08.2003
ENERCON E-30/3.30 E2 300 30.0 !O!,300,424.4,30,,,,,,,,,,,,No,ENERCON,E-30/3.30 E2,,50,12.07.2006
ENERCON E-33 300 33.0 !O!,300,350.8,33,,,,,,,,,,,,No,ENERCON,E-33,,38,15.08.2003
ENERCON E-66/20.70 2000 70.0 !-!,2 000,519.7,70,,,,,,,,,,,,No,ENERCON,E-66/20.70,,65,15.09.2011
ENRONWIND EW 1.5 1500 65.0 !O!,1 500,452,65,,,,,,,,,,,,No,ENRONWIND,EW 1.5,,67.4,05.03.2004
EUROTURBINE  550 41.5 !O!,550,406.6,41.5,,,,,,,,,,,,No,EUROTURBINE,,,42,01.01.1996
EWT DW52 250 51.5 !O!,250,120,51.5,,,,,,,,,,,,Yes,EWT,DW52,,50,23.11.2016
EWT DW52 500 51.5 !O!,500,240,51.5,,,,,,,,,,,,Yes,EWT,DW52,,50,24.11.2016
EWT DW52 900 51.5 !O!,900,432.1,51.5,,,,,,,,,,,,Yes,EWT,DW52,,50,28.11.2016
EWT DW54 500 54.0 !O!,500,218.3,54,,,,,,,,,,,,Yes,EWT,DW54,,50,28.11.2016
EWT DW54 900 54.0 !O!,900,393,54,,,,,,,,,,,,Yes,EWT,DW54,,50,28.11.2016
EWT DW61 750 60.9 !O!,750,257.5,60.9,,,,,,,,,,,,Yes,EWT,DW61,,69,22.05.2017
EWT DW61 900 60.9 !O!,900,309,60.9,,,,,,,,,,,,Yes,EWT,DW61,,69,22.05.2017
FUHRLÄNDER FL 100 100-20 21.0 !O!,100,288.7,21,,,,,,,,,,,,No,FUHRLÄNDER,FL 100,20,35,09.09.2009
FUHRLÄNDER FL 1000 1000-200 54.0 !O!,1 000,436.6,54,,,,,,,,,,,,No,FUHRLÄNDER,FL 1000,200,70,09.09.2009
FUHRLÄNDER FL 1000plus 1000 58.0 !O!,1 000,378.5,58,,,,,,,,,,,,No,FUHRLÄNDER,FL 1000plus,,82,28.11.2005
FUHRLÄNDER FL 1000 1000-250 54.0 !O!,1 000,436.6,54,,,,,,,,,,,,No,FUHRLÄNDER,FL 1000,250,82,28.11.2005
FUHRLÄNDER FL 1500-77 1500 77.0 !-!,1 500,322.1,77,,,,,,,,,,,,No,FUHRLÄNDER,FL 1500-77,,65,22.07.2013
FUHRLÄNDER FL 2000-93 2050 93.2 !-!,2 050,300.5,93.2,,,,,,,,,,,,No,FUHRLÄNDER,FL 2000-93,,100,22.07.2013
FUHRLÄNDER FL 250 250-50 29.5 !O!,250,365.8,29.5,,,,,,,,,,,,No,FUHRLÄNDER,FL 250,50,42,09.09.2009
FUHRLÄNDER FL 2500 2500 90.0 !-!,2 500,393,90,,,,,,,,,,,,No,FUHRLÄNDER,FL 2500,,95,03.07.2012
FUHRLÄNDER FL 2500-100 2500 100.0 !O!,2 500,318.3,100,,,,,,,,,,,,No,FUHRLÄNDER,FL 2500-100,,100,22.07.2013
FUHRLÄNDER FL 2500-104 2500 104.0 !-!,2 500,294.3,104,,,,,,,,,,,,No,FUHRLÄNDER,FL 2500-104,,100,11.03.2015
FUHRLÄNDER FL 2500-80 2500 80.0 !O!,2 500,497.4,80,,,,,,,,,,,,No,FUHRLÄNDER,FL 2500-80,,65,22.07.2013
FUHRLÄNDER FL 2500-90 2500 90.0 !-!,2 500,393,90,,,,,,,,,,,,No,FUHRLÄNDER,FL 2500-90,,85,22.07.2013
FUHRLÄNDER FL 30 30-6 13.0 !#!,30,226,13,,,,,,,,,,,,No,FUHRLÄNDER,FL 30,6,18,09.09.2009
FUHRLÄNDER FL 30 30-6 13.0 !-!,30,226,13,,,,,,,,,,,,No,FUHRLÄNDER,FL 30,6,24,23.09.2005
FUHRLÄNDER FL 3000 3000 120.6 !O!,3 000,262.6,120.6,,,,,,,,,,,,No,FUHRLÄNDER,FL 3000,,100,22.07.2013
FUHRLÄNDER FL 600 600 50.0 !O!,600,305.6,50,,,,,,,,,,,,No,FUHRLÄNDER,FL 600,,50,22.07.2013
FUHRLÄNDER FL 800/48 800-200 48.0 !O!,800,442.1,48,,,,,,,,,,,,No,FUHRLÄNDER,FL 800/48,200,60,31.05.2001
FUHRLÄNDER FL 800/48.4 800-200 48.4 !O!,800,434.8,48.4,,,,,,,,,,,,No,FUHRLÄNDER,FL 800/48.4,200,60,09.09.2009
FUHRLÄNDER FL 800/52.0 800-200 52.0 !O!,800,376.7,52,,,,,,,,,,,,No,FUHRLÄNDER,FL 800/52.0,200,70,31.05.2001
FUHRLÄNDER FL 800/52.7 800-200 52.7 !O!,800,366.8,52.7,,,,,,,,,,,,No,FUHRLÄNDER,FL 800/52.7,200,60,11.08.2003
FUHRLÄNDER FL MD 77 1500 77.0 !O!,1 500,322.1,77,,,,,,,,,,,,No,FUHRLÄNDER,FL MD 77,,62,03.07.2012
FUHRLÄNDER FL-MD70 1500 70.0 !-!,1 500,389.8,70,,,,,,,,,,,,No,FUHRLÄNDER,FL-MD70,,65,18.07.2012
FWT 2000-100 2050 100.5 !-!,2 050,258.4,100.5,,,,,,,,,,,,Yes,FWT,2000-100,,85,14.09.2016
FWT 2000-93 2050 93.0 !-!,2 050,301.8,93,,,,,,,,,,,,Yes,FWT,2000-93,,85,14.09.2016
FWT 2500-104 2500 104.0 !O!,2 500,294.3,104,,,,,,,,,,,,Yes,FWT,2500-104,,100,15.09.2016
FWT 2500-90 2500 90.0 !-!,2 500,393,90,,,,,,,,,,,,Yes,FWT,2500-90,,85,14.09.2016
FWT 3000-131 3000 131.7 !O!,3 000,220.2,131.7,,,,,,,,,,,,Yes,FWT,3000-131,,100,19.08.2016
GAIA WIND GAIA 11 KW 11 13.0 !#!,11,82.9,13,,,,,,,,,,,,Yes,GAIA WIND,GAIA 11 KW,,15,13.06.2001
GAIA WIND GAIA 11 KW 11 13.0 !O!,11,82.9,13,,,,,,,,,,,,Yes,GAIA WIND,GAIA 11 KW,,15,13.06.2001
GAMESA G132 5000 132.0 !O!,5 000,365.4,132,,,,,,,,,,,,Yes,GAMESA,G132,,120,17.05.2018
GAMESA G87/2000 2000 87.0 !O!,2 000,336.4,87,,,,,,,,,,,,Yes,GAMESA,G87/2000,,78,24.10.2011
GAMESA G90 IIA/IIIA 2000 90.0 !O!,2 000,314.4,90,,,,,,,,,,,,Yes,GAMESA,G90 IIA/IIIA,,78,07.06.2013
GAMESA G90/2000 2000 90.0 !O!,2 000,314.4,90,,,,,,,,,,,,Yes,GAMESA,G90/2000,,78,24.10.2011
GE WIND ENERGY GE 1.5 xle 1500 82.5 !O!,1 500,280.6,82.5,,,,,,,,,,,,No,GE WIND ENERGY,GE 1.5 xle,,80,19.12.2011
GE WIND ENERGY GE 1.5se 1500 70.5 !O!,1 500,384.3,70.5,,,,,,,,,,,,No,GE WIND ENERGY,GE 1.5se,,64.7,19.12.2011
GE WIND ENERGY GE 1.5sle 1500 77.0 !O!,1 500,322.1,77,,,,,,,,,,,,No,GE WIND ENERGY,GE 1.5sle,,80,19.12.2011
GE WIND ENERGY GE 1.7-100 1700 100.0 !O!,1 700,216.5,100,,,,,,,,,,,,Yes,GE WIND ENERGY,GE 1.7-100,,80,18.09.2013
GE WIND ENERGY GE 1.85-82.5 60Hz 1850 82.5 !O!,1 850,346.1,82.5,,,,,,,,,,,,Yes,GE WIND ENERGY,GE 1.85-82.5,,80,18.09.2013
GE WIND ENERGY GE 2.5-100 2500 100.0 !O!,2 500,318.3,100,,,,,,,,,,,,No,GE WIND ENERGY,GE 2.5-100,,98.3,23.10.2019
GE WIND ENERGY GE 2.85-100 2850 100.0 !O!,2 850,362.9,100,,,,,,,,,,,,Yes,GE WIND ENERGY,GE 2.85-100,,98.3,18.09.2013
GE WIND ENERGY GE 2.85-103 2850 103.0 !O!,2 850,342,103,,,,,,,,,,,,Yes,GE WIND ENERGY,GE 2.85-103,,98.3,18.09.2013
GE WIND ENERGY GE 3.2-130 3200 130.0 !-!,3 200,241.1,130,,,,,,,,,,,,No,GE WIND ENERGY,GE 3.2-130,,110,28.07.2016
GE WIND ENERGY GE 3.4-137 3430 137.0 !O!,3 430,232.7,137,,,,,,,,,,,,Yes,GE WIND ENERGY,GE 3.4-137,,110,05.08.2016
GENESYS 600 600 45.9 !O!,600,362.6,45.9,,,,,,,,,,,,No,GENESYS,600,,60,07.12.1999
GENVIND GV20 22 12.6 !O!,22,176.4,12.6,,,,,,,,,,,,No,GENVIND,GV20,,18.4,01.01.1996
GET  600 41.0 !O!,600,454.5,41,,,,,,,,,,,,No,GET,,,50,01.01.1996
GET 41 600 41.0 !O!,600,454.5,41,,,,,,,,,,,,No,GET,41,,50,05.12.1999
GET Danwin 27 225 29.0 !O!,225,340.6,29,,,,,,,,,,,,No,GET,Danwin 27,,30,05.12.1999
Goldwind GW S48/750 750 48.0 !O!,750,414.5,48,,,,,,,,,,,,Yes,Goldwind,GW S48/750,,50,28.09.2012
Goldwind GW109/2500 2500 109.0 !O!,2 500,267.9,109,,,,,,,,,,,,No,Goldwind,GW109/2500,,90,08.08.2017
Goldwind GW121/2500 2500 121.0 !O!,2 500,217.4,121,,,,,,,,,,,,Yes,Goldwind,GW121/2500,,90,10.08.2017
Goldwind GW140/3000 3000 140.4 !O!,3 000,193.8,140.4,,,,,,,,,,,,Yes,Goldwind,GW140/3000,,100,10.08.2017
Goldwind GW140/3100 3100 140.4 !O!,3 100,200.2,140.4,,,,,,,,,,,,Yes,Goldwind,GW140/3100,,100,10.08.2017
Goldwind GW140/3200 3200 140.4 !O!,3 200,206.7,140.4,,,,,,,,,,,,Yes,Goldwind,GW140/3200,,100,10.08.2017
Goldwind GW140/3300 3300 140.4 !O!,3 300,213.2,140.4,,,,,,,,,,,,Yes,Goldwind,GW140/3300,,100,10.08.2017
Goldwind GW140/3400 3400 140.4 !O!,3 400,219.6,140.4,,,,,,,,,,,,Yes,Goldwind,GW140/3400,,100,10.08.2017
Goldwind GW70/1500 1500 70.3 !O!,1 500,386.4,70.3,,,,,,,,,,,,Yes,Goldwind,GW70/1500,,65,28.09.2012
Goldwind GW77/1500 1500 76.8 !O!,1 500,323.8,76.8,,,,,,,,,,,,Yes,Goldwind,GW77/1500,,65,28.09.2012
HSW 1000/54 1000-250 54.0 !O!,1 000,436.6,54,,,,,,,,,,,,No,HSW,1000/54,250,54.5,20.06.2001
HSW 1000/57 1050-250 57.0 !O!,1 050,411.5,57,,,,,,,,,,,,No,HSW,1000/57,250,55,20.06.2001
HSW 250 T 250-80 28.5 !O!,250,391.9,28.5,,,,,,,,,,,,No,HSW,250 T,80,28.5,20.06.2001
IZAR-BONUS 1.0 MW 1000-200 54.2 !O!,1 000,433.4,54.2,,,,,,,,,,,,Yes,IZAR-BONUS,1.0 MW,200,45,27.11.2003
IZAR-BONUS 1.3 MW 1300-250 62.0 !O!,1 300,430.6,62,,,,,,,,,,,,Yes,IZAR-BONUS,1.3 MW,250,45,27.11.2003
IZAR-BONUS MK IV 600-120 44.0 !O!,600,394.6,44,,,,,,,,,,,,Yes,IZAR-BONUS,MK IV,120,40,27.11.2003
Innovative-Windpower GmbH Falcon 1.25/62 1250 62.0 !-!,1 250,414,62,,,,,,,,,,,,Yes,Innovative-Windpower GmbH,Falcon 1.25/62,,60,26.09.2008
Innovative-Windpower GmbH Falcon 1.25/64 1250 64.0 !-!,1 250,388.6,64,,,,,,,,,,,,Yes,Innovative-Windpower GmbH,Falcon 1.25/64,,60,26.09.2008
Innovative-Windpower GmbH Falcon 1.25/70 1250 70.0 !-!,1 250,324.8,70,,,,,,,,,,,,Yes,Innovative-Windpower GmbH,Falcon 1.25/70,,60,26.09.2008
JACOBS 1000/57 1050-250 57.0 !O!,1 050,411.5,57,,,,,,,,,,,,No,JACOBS,1000/57,250,55,10.03.2004
JACOBS 37/500 500-150 37.3 !O!,500,457.6,37.3,,,,,,,,,,,,No,JACOBS,37/500,150,40,20.06.2001
JACOBS 41/500 500-100 43.0 !O!,500,344.3,43,,,,,,,,,,,,No,JACOBS,41/500,100,50,20.06.2001
JACOBS 43/600 600-100 43.0 !O!,600,413.2,43,,,,,,,,,,,,No,JACOBS,43/600,100,40,20.06.2001
JACOBS 48/750 750-150 48.4 !O!,750,407.6,48.4,,,,,,,,,,,,No,JACOBS,48/750,150,65,10.03.2004
JACOBS MD 77 1500 77.0 !O!,1 500,322.1,77,,,,,,,,,,,,No,JACOBS,MD 77,,61.5,22.03.2004
KANO-ROTOR  30 13.4 !#!,30,212.7,13.4,,,,,,,,,,,,No,KANO-ROTOR,,,30.5,06.12.1999
KOLIBRI  6 7.0 !#!,6,142.9,7,,,,,,,,,,,,No,KOLIBRI,,,12.8,01.07.1998
KOLIBRI  6 7.0 !O!,6,142.9,7,,,,,,,,,,,,No,KOLIBRI,,,12.8,01.07.1998
KROGMANN  50 15.0 !#!,50,282.9,15,,,,,,,,,,,,No,KROGMANN,,,30,06.12.1999
KROGMANN 15/50 B 50 15.0 !O!,50,282.9,15,,,,,,,,,,,,No,KROGMANN,15/50 B,,30,07.12.1999
KROGMANN 15/50 G 50 15.0 !#!,50,282.9,15,,,,,,,,,,,,No,KROGMANN,15/50 G,,30,07.12.1999
KVA Diesel Vind 6 6 7.1 !O!,6,151.5,7.1,,,,,,,,,,,,Yes,KVA Diesel,Vind 6,,18,04.12.2013
LAGERWEY  250 30.0 !O!,250,353.7,30,,,,,,,,,,,,No,LAGERWEY,,,40,25.09.1998
LAGERWEY  50 15.6 !O!,50,261.6,15.6,,,,,,,,,,,,No,LAGERWEY,,,25,11.09.1998
LAGERWEY  750 50.5 !O!,750,374.4,50.5,,,,,,,,,,,,No,LAGERWEY,,,50,20.01.2012
LAGERWEY  80 18.0 !O!,80,314.4,18,,,,,,,,,,,,No,LAGERWEY,,,32,11.09.1998
LAGERWEY L100-2.5MW 2520 100.0 !O!,2 520,320.9,100,,,,,,,,,,,,Yes,LAGERWEY,L100-2.5MW,,98,20.07.2018
LAGERWEY L82-2.0MW 2050 82.0 !O!,2 050,388.2,82,,,,,,,,,,,,No,LAGERWEY,L82-2.0MW,,80,24.04.2014
LAGERWEY L82-2.3MW 2300 82.0 !O!,2 300,435.5,82,,,,,,,,,,,,Yes,LAGERWEY,L82-2.3MW,,80,19.11.2015
LAGERWEY L93-2.5MW 2500 93.0 !O!,2 500,368,93,,,,,,,,,,,,Yes,LAGERWEY,L93-2.5MW,,90,24.04.2014
LAGERWEY L93-2.6MW 2600 93.0 !O!,2 600,382.8,93,,,,,,,,,,,,Yes,LAGERWEY,L93-2.6MW,,90,24.04.2014
LAGERWEY LW 27/250 250-40 27.0 !O!,250,436.6,27,,,,,,,,,,,,No,LAGERWEY,LW 27/250,40,40,20.06.2001
MADE AE 330 30.4 !O!,330,454.6,30.4,,,,,,,,,,,,No,MADE,AE,,30,01.01.1996
MADE AE-46/I 660-180 46.0 !O!,660,397.1,46,,,,,,,,,,,,Yes,MADE,AE-46/I,180,45,27.11.2003
MADE AE-46/I 660-200 46.0 !O!,660,397.1,46,,,,,,,,,,,,No,MADE,AE-46/I,200,45,20.07.2001
MARKHAM VS45 600 45.9 !O!,600,362.6,45.9,,,,,,,,,,,,No,MARKHAM,VS45,,51.5,27.11.2003
MICON  95 19.4 !O!,95,321.4,19.4,,,,,,,,,,,,No,MICON,,,22,10.07.1996
MICON M1500 500-125 43.0 !O!,500,344.3,43,,,,,,,,,,,,No,MICON,M1500,125,46,01.01.1996
MICON M1500 600-150 43.0 !O!,600,413.2,43,,,,,,,,,,,,No,MICON,M1500,150,40,17.06.2014
MICON M1500 750-175 44.0 !O!,750,493.2,44,,,,,,,,,,,,No,MICON,M1500,175,40,17.06.2014
MICON M1800 600-150 48.0 !O!,600,331.6,48,,,,,,,,,,,,No,MICON,M1800,150,46,17.06.2014
MICON M2300 1000-250 54.0 !O!,1 000,436.6,54,,,,,,,,,,,,No,MICON,M2300,250,59,01.01.1996
MICON M530 250-50 26.0 !O!,250,470.9,26,,,,,,,,,,,,No,MICON,M530,50,30,17.06.2014
MICON M600 250-50 27.6 !O!,250,417.9,27.6,,,,,,,,,,,,No,MICON,M600,50,30,08.06.1997
MICON M700 225-40 29.6 !O!,225,327,29.6,,,,,,,,,,,,No,MICON,M700,40,30,17.06.2014
NEDWIND NW41-2 500-120 40.8 !O!,500,382.4,40.8,,,,,,,,,,,,No,NEDWIND,NW41/2,120,39,01.01.1996
NEDWIND NW46-3 500-260 46.1 !O!,500,299.6,46.1,,,,,,,,,,,,No,NEDWIND,NW46/3,260,47.2,01.01.1996
NEG MICON NM 43/600 600-150 43.0 !O!,600,413.2,43,,,,,,,,,,,,No,NEG MICON,NM 43/600,150,40.4,17.06.2014
NEG MICON NM 48/600 600-150 48.0 !O!,600,331.6,48,,,,,,,,,,,,No,NEG MICON,NM 48/600,150,46,17.06.2014
NEG MICON NM 72-2000 2000-500 72.0 !O!,2 000,491.2,72,,,,,,,,,,,,No,NEG MICON,NM 72-2000,500,68,20.11.2002
NEG MICON NM1000/54 1000-250 54.0 !O!,1 000,436.6,54,,,,,,,,,,,,No,NEG MICON,NM1000/54,250,59,08.12.2003
NEG MICON NM1500-60 1500-750 60.0 !O!,1 500,530.5,60,,,,,,,,,,,,No,NEG MICON,NM1500/60,750,60,08.06.1999
NEG MICON NM1500/64 1500-400 64.0 !O!,1 500,466.3,64,,,,,,,,,,,,No,NEG MICON,NM1500/64,400,60,17.06.2014
NEG MICON NM1500/64 1500-750 64.0 !O!,1 500,466.3,64,,,,,,,,,,,,No,NEG MICON,NM1500/64,750,60,17.06.2014
NEG MICON NM44/750 750-200 44.0 !O!,750,493.2,44,,,,,,,,,,,,No,NEG MICON,NM44/750,200,45,17.06.2014
NEG MICON NM600/43 600-150 44.0 !O!,600,394.6,44,,,,,,,,,,,,No,NEG MICON,NM600/43,150,40,17.06.2014
NEG MICON NM72/1650 1650 72.0 !O!,1 650,405.3,72,,,,,,,,,,,,No,NEG MICON,NM72/1650,,70,07.06.2013
NEG MICON W-2700 170 27.0 !O!,170,296.9,27,,,,,,,,,,,,No,NEG MICON,W-2700,,31.5,09.11.1999
NEG MICON W-2920 250 29.2 !O!,250,373.3,29.2,,,,,,,,,,,,No,NEG MICON,W-2920,,31,09.11.1999
NEG MICON W-3700/550 550 37.0 !O!,550,511.5,37,,,,,,,,,,,,No,NEG MICON,W-3700/550,,35,17.06.2014
NEG MICON W-4200 600 42.0 !O!,600,433.1,42,,,,,,,,,,,,No,NEG MICON,W-4200,,41.5,17.06.2014
NEG MICON W-4200 600-150 42.0 !O!,600,433.1,42,,,,,,,,,,,,No,NEG MICON,W-4200,150,41.5,17.06.2014
NEG MICON W-4200 OSC 600 42.0 !O!,600,433.1,42,,,,,,,,,,,,No,NEG MICON,W-4200 OSC,,45,17.06.2014
NEG MICON W-4800 OSC 750 48.0 !O!,750,414.5,48,,,,,,,,,,,,No,NEG MICON,W-4800 OSC,,45,08.10.2015
NEG MICON W-5200 750-175 52.0 !O!,750,353.2,52,,,,,,,,,,,,No,NEG MICON,W-5200,175,65,17.06.2014
NEG MICON W-5200 OSC 750 52.0 !O!,750,353.2,52,,,,,,,,,,,,No,NEG MICON,W-5200 OSC,,50,17.06.2014
NEPTUN 46-600 600 46.0 !O!,600,361,46,,,,,,,,,,,,No,NEPTUN,46-600,,65,20.06.2001
NEPTUN 52-750 750 52.0 !O!,750,353.2,52,,,,,,,,,,,,No,NEPTUN,52-750,,65,20.06.2001
NORDEX N27/150 150 27.0 !#!,150,262,27,,,,,,,,,,,,No,NORDEX,N27/150,,30,17.06.2014
NORDEX N27/150 150 27.0 !O!,150,262,27,,,,,,,,,,,,No,NORDEX,N27/150,,30,17.06.2014
NORDEX N27/150 150-30 27.0 !#!,150,262,27,,,,,,,,,,,,No,NORDEX,N27/150,30,40.5,17.06.2014
NORDEX N27/150 150-30 27.0 !O!,150,262,27,,,,,,,,,,,,No,NORDEX,N27/150,30,30,17.06.2014
NORDEX N27-250 250-45 27.0 !#!,250,436.6,27,,,,,,,,,,,,No,NORDEX,N27/250,45,31.8,09.06.1999
NORDEX N27/250 250-45 27.0 !O!,250,436.6,27,,,,,,,,,,,,No,NORDEX,N27/250,45,31.8,08.12.2003
NORDEX N29-250 250-45 29.7 !-!,250,360.9,29.7,,,,,,,,,,,,No,NORDEX,N29-250,45,40,23.08.2002
NORDEX N43 600-125 43.0 !O!,600,413.2,43,,,,,,,,,,,,Yes,NORDEX,N43,125,40,17.06.2014
NORDEX N50 800-200 50.0 !O!,800,407.4,50,,,,,,,,,,,,Yes,NORDEX,N50,200,50,29.10.2014
NORDEX N62 1300-250 62.0 !O!,1 300,430.6,62,,,,,,,,,,,,Yes,NORDEX,N62,250,69,09.05.2006
NORDEX N62-1300 1300-250 62.0 !-!,1 300,430.6,62,,,,,,,,,,,,No,NORDEX,N62-1300,250,69,04.12.2003
NORDIC 1000/54 1000 54.0 !O!,1 000,436.6,54,,,,,,,,,,,,Yes,NORDIC,1000/54,,60,07.09.2006
NORDIC 1000/59 1000 59.0 !O!,1 000,365.8,59,,,,,,,,,,,,Yes,NORDIC,1000/59,,60,07.09.2006
NORDTANK  150 24.6 !O!,150,315.6,24.6,,,,,,,,,,,,No,NORDTANK,,,32.5,17.06.2014
NORDTANK  1500-750 60.0 !O!,1 500,530.5,60,,,,,,,,,,,,No,NORDTANK,,750,59.5,17.06.2014
NORDTANK  1500-750 64.0 !O!,1 500,466.3,64,,,,,,,,,,,,No,NORDTANK,,750,68,17.06.2014
NORDTANK  300 28.0 !O!,300,487.2,28,,,,,,,,,,,,No,NORDTANK,,,29.3,17.06.2014
NORDTANK  300 31.0 !O!,300,397.5,31,,,,,,,,,,,,No,NORDTANK,,,31,17.06.2014
NORDTANK  500 37.0 !O!,500,465,37,,,,,,,,,,,,No,NORDTANK,,,35,17.06.2014
NORDTANK  500 41.0 !O!,500,378.7,41,,,,,,,,,,,,No,NORDTANK,,,42.1,17.06.2014
NORDTANK  550 41.1 !O!,550,414.6,41.1,,,,,,,,,,,,No,NORDTANK,,,42.3,17.06.2014
